"SCIENTIFIC NAME","OBSERVATION COUNT","LATITUDE","LONGITUDE","OBSERVATION DATE"
"Pycnonotus penicillatus","3",7.0006499,80.7733539,"7/14/17"
"Pycnonotus penicillatus","8",6.8017992,80.8074045,"7/11/17"
"Pycnonotus penicillatus","8",6.8017992,80.8074045,"7/11/17"
"Pycnonotus penicillatus","4",6.9782335,80.7866791,"7/10/17"
"Pycnonotus penicillatus","3",6.9511993,80.7818323,"7/15/17"
"Pycnonotus penicillatus","4",6.9782335,80.7866791,"7/10/17"
"Pycnonotus penicillatus","X",6.784062,80.783011,"7/30/17"
"Pycnonotus penicillatus","3",6.9674935,80.7675362,"7/10/17"
"Pycnonotus penicillatus","2",6.979498,80.763539,"8/2/17"
"Pycnonotus penicillatus","1",6.8020975,80.8074045,"9/30/17"
"Pycnonotus penicillatus","25",6.7937452,80.8012247,"9/26/17"
"Pycnonotus penicillatus","3",6.9709007,80.7727211,"10/29/17"
"Pycnonotus penicillatus","7",6.8017992,80.8074045,"10/29/17"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"10/22/17"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"10/22/17"
"Pycnonotus penicillatus","1",7.4487181,80.788314,"11/7/17"
"Pycnonotus penicillatus","1",6.8015172,80.8075835,"11/11/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"11/26/17"
"Pycnonotus penicillatus","6",6.9674935,80.7675362,"11/25/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"11/26/17"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"11/26/17"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"11/26/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"11/26/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"11/26/17"
"Pycnonotus penicillatus","12",6.8017992,80.8074045,"11/15/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"11/16/17"
"Pycnonotus penicillatus","6",6.9674935,80.7675362,"11/25/17"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"11/26/17"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"11/25/17"
"Pycnonotus penicillatus","6",6.9674935,80.7675362,"11/25/17"
"Pycnonotus penicillatus","6",6.9674935,80.7675362,"11/25/17"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"11/26/17"
"Pycnonotus penicillatus","1",6.9569413,80.7725499,"11/10/17"
"Pycnonotus penicillatus","6",6.9709007,80.7727211,"11/30/17"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"11/10/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"11/14/17"
"Pycnonotus penicillatus","1",7.2974494,80.6426632,"11/8/17"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"11/26/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"11/29/17"
"Pycnonotus penicillatus","1",6.9677184,80.7689406,"11/10/17"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"11/26/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"12/31/17"
"Pycnonotus penicillatus","9",6.8017992,80.8074045,"12/15/17"
"Pycnonotus penicillatus","2",6.9257665,80.8217919,"12/1/17"
"Pycnonotus penicillatus","1",6.9707804,80.7826268,"12/15/17"
"Pycnonotus penicillatus","1",6.9707804,80.7826268,"12/13/17"
"Pycnonotus penicillatus","12",6.9709007,80.7727211,"12/1/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"12/1/17"
"Pycnonotus penicillatus","12",6.8017992,80.8074045,"12/1/17"
"Pycnonotus penicillatus","1",6.9707804,80.7826268,"12/15/17"
"Pycnonotus penicillatus","X",6.9694646,80.7684717,"12/6/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"12/14/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"12/1/17"
"Pycnonotus penicillatus","12",6.8017992,80.8074045,"12/2/17"
"Pycnonotus penicillatus","1",6.9707804,80.7826268,"12/13/17"
"Pycnonotus penicillatus","2",6.9632727,80.7636711,"12/1/17"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"12/14/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"12/12/17"
"Pycnonotus penicillatus","6",6.8017992,80.8074045,"12/13/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"12/14/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"12/31/17"
"Pycnonotus penicillatus","6",6.9674935,80.7675362,"12/29/17"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"12/27/17"
"Pycnonotus penicillatus","4",6.93176,80.81201,"12/16/17"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/12/18"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"1/13/18"
"Pycnonotus penicillatus","8",6.9709007,80.7727211,"1/10/18"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"1/1/18"
"Pycnonotus penicillatus","4",6.9709007,80.7727211,"1/10/18"
"Pycnonotus penicillatus","12",6.8017992,80.8074045,"1/28/18"
"Pycnonotus penicillatus","30",6.8017992,80.8074045,"1/12/18"
"Pycnonotus penicillatus","4",6.813802,80.805384,"1/19/18"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"1/10/18"
"Pycnonotus penicillatus","12",6.8017992,80.8074045,"1/28/18"
"Pycnonotus penicillatus","21",6.8017992,80.8074045,"1/13/18"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"1/1/18"
"Pycnonotus penicillatus","4",6.977079,80.780122,"1/18/18"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"1/28/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/12/18"
"Pycnonotus penicillatus","4",6.977079,80.780122,"1/18/18"
"Pycnonotus penicillatus","4",6.835126,80.810546,"1/19/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/19/18"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"1/27/18"
"Pycnonotus penicillatus","4",6.835126,80.810546,"1/19/18"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"1/3/18"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"1/28/18"
"Pycnonotus penicillatus","20",6.8017992,80.8074045,"1/27/18"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"1/20/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/19/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/22/18"
"Pycnonotus penicillatus","2",6.9709007,80.7727211,"1/26/18"
"Pycnonotus penicillatus","1",6.853377,80.829181,"1/3/18"
"Pycnonotus penicillatus","8",6.9709007,80.7727211,"1/10/18"
"Pycnonotus penicillatus","1",6.82916,80.805758,"1/19/18"
"Pycnonotus penicillatus","30",6.8017992,80.8074045,"1/12/18"
"Pycnonotus penicillatus","20",6.8017992,80.8074045,"1/27/18"
"Pycnonotus penicillatus","4",6.977079,80.780122,"1/18/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/19/18"
"Pycnonotus penicillatus","4",6.813802,80.805384,"1/19/18"
"Pycnonotus penicillatus","4",6.9709007,80.7727211,"1/10/18"
"Pycnonotus penicillatus","8",6.8017992,80.8074045,"1/23/18"
"Pycnonotus penicillatus","10",6.8017992,80.8074045,"1/27/18"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"1/1/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"1/27/18"
"Pycnonotus penicillatus","X",6.9706777,80.7674396,"1/21/18"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"1/13/18"
"Pycnonotus penicillatus","2",6.9709007,80.7727211,"1/13/18"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"1/10/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"1/27/18"
"Pycnonotus penicillatus","6",6.8017992,80.8074045,"1/3/18"
"Pycnonotus penicillatus","4",6.9709007,80.7727211,"1/26/18"
"Pycnonotus penicillatus","2",6.853945,80.832085,"1/23/18"
"Pycnonotus penicillatus","3",6.9714333,80.7693233,"1/23/18"
"Pycnonotus penicillatus","4",6.9709007,80.7727211,"1/26/18"
"Pycnonotus penicillatus","5",6.93176,80.81201,"1/2/18"
"Pycnonotus penicillatus","5",6.93176,80.81201,"1/2/18"
"Pycnonotus penicillatus","1",6.82916,80.805758,"1/19/18"
"Pycnonotus penicillatus","10",6.8017992,80.8074045,"1/27/18"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"1/3/18"
"Pycnonotus penicillatus","3",6.9674935,80.7675362,"1/14/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/12/18"
"Pycnonotus penicillatus","3",6.9674935,80.7675362,"1/19/18"
"Pycnonotus penicillatus","2",6.9709007,80.7727211,"1/13/18"
"Pycnonotus penicillatus","4",6.835126,80.810546,"1/19/18"
"Pycnonotus penicillatus","6",6.8017992,80.8074045,"1/3/18"
"Pycnonotus penicillatus","2",6.9709007,80.7727211,"1/26/18"
"Pycnonotus penicillatus","1",6.82916,80.805758,"1/19/18"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"1/1/18"
"Pycnonotus penicillatus","4",6.813802,80.805384,"1/19/18"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/14/18"
"Pycnonotus penicillatus","4",6.990703,80.750563,"2/3/18"
"Pycnonotus penicillatus","X",6.9389947,80.8004234,"2/13/18"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"2/14/18"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"2/3/18"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"2/3/18"
"Pycnonotus penicillatus","10",6.9674935,80.7675362,"2/12/18"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"2/3/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/15/18"
"Pycnonotus penicillatus","1",6.7937452,80.8012247,"2/20/18"
"Pycnonotus penicillatus","1",6.9257665,80.8217919,"2/11/18"
"Pycnonotus penicillatus","4",6.990703,80.750563,"2/3/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"2/10/18"
"Pycnonotus penicillatus","4",6.990703,80.750563,"2/3/18"
"Pycnonotus penicillatus","2",6.989989,80.749538,"2/3/18"
"Pycnonotus penicillatus","2",6.990703,80.750563,"2/4/18"
"Pycnonotus penicillatus","2",6.990703,80.750563,"2/4/18"
"Pycnonotus penicillatus","12",6.8017992,80.8074045,"2/7/18"
"Pycnonotus penicillatus","5",6.960289,80.798428,"2/3/18"
"Pycnonotus penicillatus","2",6.990703,80.750563,"2/4/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/3/18"
"Pycnonotus penicillatus","2",6.989989,80.749538,"2/3/18"
"Pycnonotus penicillatus","2",6.990703,80.750563,"2/4/18"
"Pycnonotus penicillatus","1",6.9597638,80.7995832,"2/28/18"
"Pycnonotus penicillatus","2",6.989989,80.749538,"2/3/18"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"2/3/18"
"Pycnonotus penicillatus","2",6.989989,80.749538,"2/3/18"
"Pycnonotus penicillatus","5",6.960289,80.798428,"2/3/18"
"Pycnonotus penicillatus","6",6.8017992,80.8074045,"2/8/18"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"2/22/18"
"Pycnonotus penicillatus","2",6.989989,80.749538,"2/3/18"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/15/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/8/18"
"Pycnonotus penicillatus","5",6.960289,80.798428,"2/3/18"
"Pycnonotus penicillatus","5",6.960289,80.798428,"2/3/18"
"Pycnonotus penicillatus","5",6.960289,80.798428,"2/3/18"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/23/18"
"Pycnonotus penicillatus","X",6.9709007,80.7727211,"2/22/18"
"Pycnonotus penicillatus","4",6.990703,80.750563,"2/3/18"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"2/11/18"
"Pycnonotus penicillatus","4",6.990703,80.750563,"2/3/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"3/1/18"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"3/2/18"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"3/11/18"
"Pycnonotus penicillatus","2",6.9257665,80.8217919,"3/10/18"
"Pycnonotus penicillatus","4",6.938895,80.8001383,"3/9/18"
"Pycnonotus penicillatus","4",6.938895,80.8001383,"3/9/18"
"Pycnonotus penicillatus","2",6.830829,80.80684,"3/26/18"
"Pycnonotus penicillatus","3",6.9674935,80.7675362,"3/12/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"3/25/18"
"Pycnonotus penicillatus","2",6.830829,80.80684,"3/26/18"
"Pycnonotus penicillatus","7",6.8017992,80.8074045,"3/1/18"
"Pycnonotus penicillatus","1",6.837504,80.811031,"3/26/18"
"Pycnonotus penicillatus","1",6.848541,80.815228,"3/26/18"
"Pycnonotus penicillatus","2",6.938868,80.800578,"3/25/18"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"3/9/18"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"3/13/18"
"Pycnonotus penicillatus","2",6.938868,80.800578,"3/25/18"
"Pycnonotus penicillatus","1",6.9257665,80.8217919,"3/16/18"
"Pycnonotus penicillatus","2",6.8017992,80.8074045,"3/27/18"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"3/13/18"
"Pycnonotus penicillatus","2",6.8017992,80.8074045,"3/9/18"
"Pycnonotus penicillatus","2",6.9691123,80.768137,"3/8/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"3/25/18"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"3/17/18"
"Pycnonotus penicillatus","6",6.9709007,80.7727211,"3/16/18"
"Pycnonotus penicillatus","4",6.938895,80.8001383,"3/9/18"
"Pycnonotus penicillatus","1",6.837504,80.811031,"3/26/18"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"3/17/18"
"Pycnonotus penicillatus","6",6.9709007,80.7727211,"3/16/18"
"Pycnonotus penicillatus","4",6.938895,80.8001383,"3/9/18"
"Pycnonotus penicillatus","X",6.9828287,80.7668496,"3/14/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"3/14/18"
"Pycnonotus penicillatus","4",6.938895,80.8001383,"3/9/18"
"Pycnonotus penicillatus","1",6.8541827,80.8309436,"3/1/18"
"Pycnonotus penicillatus","1",6.848541,80.815228,"3/26/18"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"3/15/18"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"4/3/18"
"Pycnonotus penicillatus","X",6.9257665,80.8217919,"4/4/18"
"Pycnonotus penicillatus","6",6.8017992,80.8074045,"4/27/18"
"Pycnonotus penicillatus","3",6.7937452,80.8012247,"5/7/18"
"Pycnonotus penicillatus","2",6.9661985,80.777514,"5/5/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"6/25/18"
"Pycnonotus penicillatus","X",7.4522182,80.7299795,"6/16/18"
"Pycnonotus penicillatus","3",6.9653636,80.8066964,"7/30/18"
"Pycnonotus penicillatus","5",6.9663221,80.7779002,"7/28/18"
"Pycnonotus penicillatus","1",6.7937452,80.8012247,"7/19/18"
"Pycnonotus penicillatus","10",6.7937452,80.8012247,"7/29/18"
"Pycnonotus penicillatus","8",6.9609805,80.799948,"8/25/18"
"Pycnonotus penicillatus","2",6.9663221,80.7779002,"8/9/18"
"Pycnonotus penicillatus","6",6.7937452,80.8012247,"8/10/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"8/10/18"
"Pycnonotus penicillatus","8",6.9680546,80.7687591,"8/23/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"8/8/18"
"Pycnonotus penicillatus","5",6.7937452,80.8012247,"9/4/18"
"Pycnonotus penicillatus","5",6.7937452,80.8012247,"9/4/18"
"Pycnonotus penicillatus","5",6.7937452,80.8012247,"9/4/18"
"Pycnonotus penicillatus","5",6.7937452,80.8012247,"9/4/18"
"Pycnonotus penicillatus","2",7.557731,80.750718,"9/10/18"
"Pycnonotus penicillatus","6",6.9709007,80.7727211,"9/27/18"
"Pycnonotus penicillatus","2",7.557731,80.750718,"9/10/18"
"Pycnonotus penicillatus","2",7.557731,80.750718,"9/10/18"
"Pycnonotus penicillatus","1",7.522838,80.735703,"9/9/18"
"Pycnonotus penicillatus","1",7.522838,80.735703,"9/9/18"
"Pycnonotus penicillatus","1",7.522838,80.735703,"9/9/18"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"10/26/18"
"Pycnonotus penicillatus","1",6.7937452,80.8012247,"10/25/18"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"10/8/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"11/23/18"
"Pycnonotus penicillatus","8",6.8017992,80.8074045,"11/29/18"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"11/28/18"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"11/28/18"
"Pycnonotus penicillatus","6",6.8021,80.8074,"11/20/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"11/7/18"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"11/27/18"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"11/7/18"
"Pycnonotus penicillatus","2",6.8555799,80.8314881,"11/11/18"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"11/6/18"
"Pycnonotus penicillatus","1",6.853883,80.831213,"11/13/18"
"Pycnonotus penicillatus","X",6.9709007,80.7727211,"11/13/18"
"Pycnonotus penicillatus","2",6.9709007,80.7727211,"11/7/18"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"11/24/18"
"Pycnonotus penicillatus","2",6.8017992,80.8074045,"12/16/18"
"Pycnonotus penicillatus","2",6.9347144,80.8065206,"12/3/18"
"Pycnonotus penicillatus","2",6.8397858,80.8120089,"12/3/18"
"Pycnonotus penicillatus","1",6.9257665,80.8217919,"12/20/18"
"Pycnonotus penicillatus","1",6.8395281,80.8100649,"12/27/18"
"Pycnonotus penicillatus","3",7.2974494,80.6426632,"12/8/18"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"12/10/18"
"Pycnonotus penicillatus","2",6.9585317,80.7979839,"12/4/18"
"Pycnonotus penicillatus","7",6.8017992,80.8074045,"12/7/18"
"Pycnonotus penicillatus","2",6.7981552,80.8308163,"12/27/18"
"Pycnonotus penicillatus","1",6.9673414,80.768755,"12/2/18"
"Pycnonotus penicillatus","7",6.8017992,80.8074045,"12/6/18"
"Pycnonotus penicillatus","17",6.8538961,80.8312388,"12/3/18"
"Pycnonotus penicillatus","7",6.9709007,80.7727211,"12/9/18"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"12/10/18"
"Pycnonotus penicillatus","3",6.8395281,80.8100649,"12/7/18"
"Pycnonotus penicillatus","15",7.0006346,80.7731017,"12/20/18"
"Pycnonotus penicillatus","2",6.835247,80.8106956,"12/3/18"
"Pycnonotus penicillatus","6",6.8017992,80.8074045,"1/15/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"1/2/19"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"1/23/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"1/30/19"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"1/26/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"1/2/19"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"1/31/19"
"Pycnonotus penicillatus","2",6.9593502,80.7985971,"1/3/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/13/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/23/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"1/19/19"
"Pycnonotus penicillatus","3",6.9674935,80.7675362,"1/6/19"
"Pycnonotus penicillatus","22",6.8017992,80.8074045,"1/24/19"
"Pycnonotus penicillatus","22",6.8017992,80.8074045,"1/24/19"
"Pycnonotus penicillatus","22",6.8017992,80.8074045,"1/24/19"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"1/7/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/23/19"
"Pycnonotus penicillatus","3",6.939044,80.8002201,"1/21/19"
"Pycnonotus penicillatus","1",6.8534332,80.8311331,"1/18/19"
"Pycnonotus penicillatus","15",6.8002139,80.8124463,"1/22/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"1/30/19"
"Pycnonotus penicillatus","5",6.8017992,80.8074045,"1/17/19"
"Pycnonotus penicillatus","8",6.8017992,80.8074045,"1/13/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"1/27/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"1/30/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/23/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/16/19"
"Pycnonotus penicillatus","1",6.9257665,80.8217919,"1/15/19"
"Pycnonotus penicillatus","4",6.9699783,80.7672492,"1/15/19"
"Pycnonotus penicillatus","X",6.9709007,80.7727211,"1/30/19"
"Pycnonotus penicillatus","2",6.9593502,80.7985971,"1/3/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"1/2/19"
"Pycnonotus penicillatus","10",6.8017992,80.8074045,"1/2/19"
"Pycnonotus penicillatus","X",6.8336115,80.8091049,"2/7/19"
"Pycnonotus penicillatus","2",6.953947,80.7805824,"2/28/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"2/24/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/20/19"
"Pycnonotus penicillatus","12",6.8143806,80.806396,"2/27/19"
"Pycnonotus penicillatus","2",6.8017992,80.8074045,"2/14/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/25/19"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"2/12/19"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"2/3/19"
"Pycnonotus penicillatus","2",7.148515,80.698393,"2/7/19"
"Pycnonotus penicillatus","1",6.965115,80.759174,"2/13/19"
"Pycnonotus penicillatus","1",6.7937452,80.8012247,"2/25/19"
"Pycnonotus penicillatus","1",6.7937452,80.8012247,"2/25/19"
"Pycnonotus penicillatus","X",6.93176,80.81201,"2/19/19"
"Pycnonotus penicillatus","15",6.8094639,80.5004876,"2/22/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/28/19"
"Pycnonotus penicillatus","3",6.8017992,80.8074045,"2/11/19"
"Pycnonotus penicillatus","X",6.9674935,80.7675362,"2/19/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/10/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"2/16/19"
"Pycnonotus penicillatus","10",6.8143806,80.806396,"2/26/19"
"Pycnonotus penicillatus","1",6.9709007,80.7727211,"2/1/19"
"Pycnonotus penicillatus","2",6.7937452,80.8012247,"2/4/19"
"Pycnonotus penicillatus","22",6.9578023,80.7624936,"2/26/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"2/24/19"
"Pycnonotus penicillatus","1",6.9663221,80.7779002,"2/13/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/25/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"2/24/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/25/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/13/19"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"2/18/19"
"Pycnonotus penicillatus","1",6.7937452,80.8012247,"2/25/19"
"Pycnonotus penicillatus","4",6.9674935,80.7675362,"2/3/19"
"Pycnonotus penicillatus","16",6.8017992,80.8074045,"2/21/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"2/25/19"
"Pycnonotus penicillatus","15",6.8017992,80.8074045,"2/27/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"2/2/19"
"Pycnonotus penicillatus","2",6.9709007,80.7727211,"2/27/19"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"2/26/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"2/24/19"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"2/2/19"
"Pycnonotus penicillatus","X",6.9587078,80.7983048,"2/25/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"3/3/19"
"Pycnonotus penicillatus","4",6.798028,80.797762,"3/20/19"
"Pycnonotus penicillatus","2",6.9663221,80.7779002,"3/30/19"
"Pycnonotus penicillatus","1",7.9551433,80.7567644,"3/19/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"3/1/19"
"Pycnonotus penicillatus","2",6.8017992,80.8074045,"3/2/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"3/15/19"
"Pycnonotus penicillatus","3",6.9663221,80.7779002,"3/30/19"
"Pycnonotus penicillatus","5",6.9674935,80.7675362,"3/16/19"
"Pycnonotus penicillatus","20",6.7937452,80.8012247,"3/14/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"3/29/19"
"Pycnonotus penicillatus","1",6.9674935,80.7675362,"3/12/19"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"3/20/19"
"Pycnonotus penicillatus","3",6.9663221,80.7779002,"3/30/19"
"Pycnonotus penicillatus","10",6.83106,80.807062,"4/14/19"
"Pycnonotus penicillatus","X",7.3718359,80.8407883,"4/14/19"
"Pycnonotus penicillatus","2",6.832027,80.807539,"5/22/19"
"Pycnonotus penicillatus","1",6.8130183,80.806915,"5/23/19"
"Pycnonotus penicillatus","4",6.85384,80.831312,"5/22/19"
"Pycnonotus penicillatus","2",6.8130183,80.806915,"5/26/19"
"Pycnonotus penicillatus","X",6.9257665,80.8217919,"6/1/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"6/21/19"
"Pycnonotus penicillatus","2",6.938883,80.80008,"6/2/19"
"Pycnonotus penicillatus","4",6.9257665,80.8217919,"6/3/19"
"Pycnonotus penicillatus","2",6.9257665,80.8217919,"6/2/19"
"Pycnonotus penicillatus","2",6.9674935,80.7675362,"6/21/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"6/2/19"
"Pycnonotus penicillatus","X",6.9257665,80.8217919,"6/1/19"
"Pycnonotus penicillatus","8",6.83288,80.807849,"6/3/19"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"6/20/19"
"Pycnonotus penicillatus","3",6.9820958,80.7613786,"7/16/19"
"Pycnonotus penicillatus","2",6.9820533,80.7614038,"7/18/19"
"Pycnonotus penicillatus","4",6.9820533,80.7614038,"7/18/19"
"Pycnonotus penicillatus","3",6.9820533,80.7614038,"7/19/19"
"Pycnonotus penicillatus","4",6.8017992,80.8074045,"8/3/19"
"Pycnonotus penicillatus","4",7.0245613,80.7818632,"8/31/19"
"Pycnonotus penicillatus","X",6.8017992,80.8074045,"8/20/19"
"Pycnonotus penicillatus","1",6.9663221,80.7779002,"8/26/19"
"Pycnonotus penicillatus","1",6.9658528,80.7614345,"8/13/19"
"Pycnonotus penicillatus","1",6.9658528,80.7614345,"8/13/19"
"Pycnonotus penicillatus","6",6.7937452,80.8012247,"8/24/19"
"Pycnonotus penicillatus","1",6.9261323,80.821234,"8/30/19"
"Pycnonotus penicillatus","6",6.7937452,80.8012247,"8/24/19"
"Pycnonotus penicillatus","6",6.7937452,80.8012247,"8/24/19"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"8/14/19"
"Pycnonotus penicillatus","1",6.9658528,80.7614345,"8/13/19"
"Pycnonotus penicillatus","1",6.8017992,80.8074045,"8/12/19"
